GJ_27.1_b                     4.090000e-02                  1.581900e+01                  2014                          1.010000e-01                  5.300000e-01                  Radial_Velocity               
GJ_273_b                      9.090000e-03                  1.864980e+01                  2017                          9.110100e-02                  2.900000e-01                  Radial_Velocity               
GJ_273_c                      3.710000e-03                  4.723400e+00                  2017                          3.646700e-02                  2.900000e-01                  Radial_Velocity               
GJ_3021_b                     3.370000e+00                  1.337100e+02                  2000                          4.900000e-01                  9.000000e-01                  Radial_Velocity               
GJ_3082_b                     2.580000e-02                  1.194900e+01                  2020                          7.900000e-02                  4.700000e-01                  Radial_Velocity               
GJ_3138_b                     5.600000e-03                  1.220030e+00                  2017                          1.970000e-02                  6.800000e-01                  Radial_Velocity               
GJ_3138_c                     1.315000e-02                  5.974000e+00                  2017                          5.700000e-02                  6.800000e-01                  Radial_Velocity               
GJ_3138_d                     3.304000e-02                  2.578000e+02                  2017                          6.980000e-01                  6.800000e-01                  Radial_Velocity               
GJ_317_b                      1.752820e+00                  6.956600e+02                  2007                          1.151000e+00                  4.200000e-01                  Radial_Velocity               
GJ_317_c                      2.000000e+00                  1.000000e+04                  2018                          2.500000e+01                  4.200000e-01                  Radial_Velocity               
GJ_328_b                      2.300000e+00                  4.100000e+03                  2013                          4.500000e+00                  6.900000e-01                  Radial_Velocity               
GJ_3293_b                     8.100000e-02                  3.060000e+01                  2015                          1.434000e-01                  4.200000e-01                  Radial_Velocity               
GJ_3293_c                     6.636000e-02                  1.226196e+02                  2015                          3.617500e-01                  4.200000e-01                  Radial_Velocity               
GJ_3293_d                     2.391000e-02                  4.813450e+01                  2017                          1.939400e-01                  4.200000e-01                  Radial_Velocity               
GJ_3293_e                     1.032000e-02                  1.325430e+01                  2017                          8.208000e-02                  4.200000e-01                  Radial_Velocity               
GJ_3323_b                     6.360000e-03                  5.363600e+00                  2017                          3.282000e-02                  1.600000e-01                  Radial_Velocity               
GJ_3323_c                     7.270000e-03                  4.054000e+01                  2017                          1.264000e-01                  1.600000e-01                  Radial_Velocity               
GJ_3341_b                     2.080000e-02                  1.420700e+01                  2015                          8.900000e-02                  4.700000e-01                  Radial_Velocity               
